dc_id,name,provider,address,municipality,state,latitude,longitude,state_from_coords,coord_state_mismatch,MW_total_power,mw_flagged_outlier,miles_to_nearest_airport,sqft_colocation_space,sqft_total_space,url,number,street,est_mw,mw_source,wet_bulb_c,climate_adj,est_liters_per_day,est_liters_per_day_low,est_liters_per_day_high,wue_default,bws_score,bws_category,stress_stressor_match,operator_class,is_hyperscaler_self,is_colocation_major,is_colocation_secondary,is_cable_telecom,is_edge_micro,is_cdn_isp,is_enterprise_self,is_disclosed_mw,lat_lon_grid_cell,lat_lon_grid_id,is_hawaii_alaska,is_water_stressed_state,cooling_type
DC-00989,ByteGrid: Silver Spring MDC1 Atlanta Data Center,ByteGrid,"12401 Prosperity Drive, Silver Spring, MD, USA",Silver Spring,MD,39.0586224,-76.96411078870383,MD,False,,False,14.3,90000.0,214000.0,https://datacenters.com/bytegrid-silver-spring-mdc1-atlanta,12401.0,Prosperity Drive,10.0,heuristic:colocation_secondary,10.59945205479452,1.0,211680.0,105840.0,317520.0,1.8,0.583,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,39N-076W,92,False,False,unknown
DC-00990,One Data Center America: Ontario CA Data Center,One Data Center America,"3833 Ebony Street, Ontario, CA, USA",Ontario,CA,34.06634219563638,-117.56840371081654,CA,False,,False,1.87,,,https://datacenters.com/one-america-ontario-ca,3833.0,Ebony Street,10.0,heuristic:colocation_secondary,12.275068493150686,1.0,211680.0,105840.0,317520.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,False,34N-117W,51,False,True,unknown
DC-00991,Cogent Communications: Seattle Data Center,Cogent Communications,"32275 32nd Avenue South, Federal Way, WA, USA",Federal Way,WA,47.31177965,-122.294826173201,WA,False,,False,9.33,33223.0,33223.0,https://datacenters.com/cogent-communications-seattle,32275.0,32nd Avenue South,10.0,heuristic:colocation_secondary,8.249589041095891,1.0,211680.0,105840.0,317520.0,1.8,0.903,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,47N-122W,169,False,False,unknown
DC-00992,Stellar Technologies Inc.: PHX01 Data Center,Stellar Technologies Inc.,"3011 South 52nd Street, Tempe, AZ, USA",Tempe,AZ,33.396196950520626,-111.97054427092804,AZ,False,,False,5.0,,,https://datacenters.com/stellar-technologies-inc-phx01,3011.0,South 52nd Street,10.0,heuristic:colocation_secondary,12.545479452054796,1.0,211680.0,105840.0,317520.0,1.8,3.487,High,True,colocation_secondary,False,False,True,False,False,False,False,False,33N-111W,40,False,True,unknown
DC-00993,Limestone Networks: MIA1 Miami Data Center,Limestone Networks,"36 Northeast 2nd Street, Miami, FL, USA",Miami,FL,25.7758419,-80.1929625,FL,False,,False,5.6,,,https://datacenters.com/limestone-networks-mia1-miami,36.0,Northeast 2nd Street,10.0,heuristic:colocation_secondary,21.72684931506849,1.2018054794520547,254398.18389041096,127199.09194520548,381597.27583561646,1.8,2.559,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,25N-080W,2,False,False,unknown
DC-00994,MOD Mission Critical: CLT1 - Flexential Charlotte South Data Center PoP,MOD Mission Critical,"8910 Lenox Pointe Drive, Charlotte, NC, USA",Charlotte,NC,35.1353954,-80.93697269695443,NC,False,2.36,False,5.6,,66666.0,https://datacenters.com/mod-mission-critical-clt1-flexential-charlotte-south-pop,8910.0,Lenox Pointe Drive,2.36,disclosed,13.088493150684933,1.0,49956.48,24978.24,74934.72,1.8,2.498,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,True,35N-080W,55,False,False,unknown
DC-00995,Lumen: Eugene 2 Data Center,Lumen,"90470 Prairie Rd, Eugene, OR, USA",Eugene,OR,44.1183065,-123.167891922109,OR,False,,False,1.87,1900.0,9194.0,https://datacenters.com/lumen-eugene-2,90470.0,Prairie Rd,10.0,heuristic:colocation_secondary,8.697260273972603,1.0,211680.0,105840.0,317520.0,1.8,1.569,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,44N-123W,158,False,False,unknown
DC-00996,DataBank: PHL1 - Philadelphia Data Center,DataBank,"401 North Broad Street, Philadelphia, PA, USA",Philadelphia,PA,39.9598694,-75.16081442465776,PA,False,0.34,False,6.84,7760.0,,https://datacenters.com/databank-phl1-philadelphia,401.0,North Broad Street,0.34,disclosed,10.252328767123288,1.0,7197.12,3598.56,10795.68,1.8,1.225,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,39N-075W,91,False,False,unknown
DC-00997,TurnKey Internet: Los Angeles Data Center,TurnKey Internet,"530 West 6th Street, Los Angeles, CA, USA",Los Angeles,CA,33.73884114285714,-118.28863897959184,CA,False,,False,11.19,,,https://datacenters.com/turnkey-internet-los-angeles,530.0,West 6th Street,10.0,heuristic:colocation_secondary,13.083287671232878,1.0,211680.0,105840.0,317520.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,False,33N-118W,43,False,True,unknown
DC-00998,Lumen: Philadelphia 3 Data Center,Lumen,"3020 Market Street, Philadelphia, PA, USA",Philadelphia,PA,39.9545423,-75.18447287226766,PA,False,,False,5.6,578.0,31877.0,https://datacenters.com/lumen-philadelphia-3,3020.0,Market Street,10.0,heuristic:colocation_secondary,10.252328767123288,1.0,211680.0,105840.0,317520.0,1.8,1.225,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,39N-075W,91,False,False,unknown
DC-00999,Cogent Communications: Chicago Data Center,Cogent Communications,"216 W Jackson Blvd, Chicago, IL, USA",Chicago,IL,41.87843085,-87.63449890963466,IL,False,,False,14.92,11940.0,11940.0,https://datacenters.com/cogent-communications-chicago,216.0,W Jackson Blvd,10.0,heuristic:colocation_secondary,8.263561643835615,1.0,211680.0,105840.0,317520.0,1.8,0.75,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,41N-087W,122,False,False,unknown
DC-01000,LightEdge: Phoenix Data Center,LightEdge,"120 East Van Buren Street, Phoenix, AZ, USA",Phoenix,AZ,33.4519107,-112.07190774845004,AZ,False,0.51,False,4.35,4854.0,5502.0,https://datacenters.com/lightedge-phoenix,120.0,East Van Buren Street,0.51,disclosed,12.489863013698631,1.0,10795.679999999998,5397.839999999999,16193.519999999997,1.8,3.487,High,True,colocation_secondary,False,False,True,False,False,False,False,True,33N-112W,41,False,True,unknown
DC-01001,Hurricane Electric: San Jose (Silicon Valley) Data Center,Hurricane Electric,"55 South Market Street, South Market Street, San Jose, CA, USA",South Market Street,CA,37.3341274,-121.8914979,CA,False,,False,2.49,,3000.0,https://datacenters.com/hurricane-electric-san-jose-silicon-valley,55.0,South Market Street,5.0,heuristic:cable_telecom,11.20082191780822,1.0,105840.0,52920.0,158760.0,1.8,3.724,High,True,cable_telecom,False,False,False,True,False,False,False,False,37N-121W,80,False,True,unknown
DC-01002,Lumen: Phoenix 1 Data Center,Lumen,"811 South 16th Street, Phoenix, AZ, USA",Phoenix,AZ,33.4397652,-112.04693790247173,AZ,False,11.0,False,2.49,26250.0,47836.0,https://datacenters.com/lumen-phoenix-1,811.0,South 16th Street,11.0,disclosed,12.55972602739726,1.0,232848.0,116424.0,349271.99999999994,1.8,3.487,High,True,colocation_secondary,False,False,True,False,False,False,False,True,33N-112W,41,False,True,unknown
DC-01003,QuadraNet: Seattle Data Center,QuadraNet,"12201 Tukwila International Blvd, Tukwila, WA, USA",Tukwila,WA,47.49308525,-122.29368542116308,WA,False,,False,,,,https://datacenters.com/quadranet-seattle,12201.0,Tukwila International Blvd,10.0,heuristic:colocation_secondary,8.737534246575342,1.0,211680.0,105840.0,317520.0,1.8,0.903,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,47N-122W,169,False,False,unknown
DC-01004,Lumen: Cincinnati 3 Data Center,Lumen,"1428 West 8th Street, Cincinnati, OH, USA",Cincinnati,OH,39.104655440677966,-84.5440973220339,OH,False,,False,7.5,5129.0,50000.0,https://datacenters.com/lumen-cincinnati-3,1428.0,West 8th Street,10.0,heuristic:colocation_secondary,9.992054794520548,1.0,211680.0,105840.0,317520.0,1.8,1.279,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,39N-084W,97,False,False,unknown
DC-01005,MOD Mission Critical: DE2 - Morgan Reed Data Center PoP,MOD Mission Critical,"1500 Champa Street, Denver, CO, USA",Denver,CO,39.7457646,-104.994421,CO,False,,False,18.65,,138116.0,https://datacenters.com/mod-mission-critical-de2-morgan-reed-pop,1500.0,Champa Street,10.0,heuristic:colocation_secondary,4.255890410958903,1.0,211680.0,105840.0,317520.0,1.8,3.424,High,True,colocation_secondary,False,False,True,False,False,False,False,False,39N-104W,101,False,True,unknown
DC-01006,CyberNest: CyberNest Portland,CyberNest,"3935 Northeast Aloclek Drive, Hillsboro, OR, USA",Hillsboro,OR,45.5489278,-122.89245438644276,OR,False,,False,14.3,,,https://datacenters.com/cybernest-cybernest-portland,3935.0,Northeast Aloclek Drive,10.0,heuristic:colocation_secondary,8.515616438356165,1.0,211680.0,105840.0,317520.0,1.8,1.569,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,45N-122W,162,False,False,unknown
DC-01007,Lumen: Detroit 2 Data Center,Lumen,"1965 Porter Street, Detroit, MI, USA",Detroit,MI,42.32525785,-83.0693256830779,MI,False,,False,16.16,9733.0,50000.0,https://datacenters.com/lumen-detroit-2,1965.0,Porter Street,10.0,heuristic:colocation_secondary,7.937808219178081,1.0,211680.0,105840.0,317520.0,1.8,0.327,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,42N-083W,134,False,False,unknown
DC-01008,Iron Rails Data Centers: 701 River Street Data Center,Iron Rails Data Centers,"701 River Street, Troy, NY, USA",Troy,NY,42.74633085,-73.68371498906103,NY,False,,False,5.6,,,https://datacenters.com/redburn-infrastructure-llc-701-river-street,701.0,River Street,10.0,heuristic:colocation_secondary,8.167397260273974,1.0,211680.0,105840.0,317520.0,1.8,0.834,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,42N-073W,132,False,False,unknown
DC-01009,Limestone Networks: ORD1 Chicago Data Center,Limestone Networks,"427 South LaSalle Street, Chicago, IL, USA",Chicago,IL,41.87633285,-87.63148077036223,IL,False,,False,15.54,,,https://datacenters.com/limestone-networks-ord1-chicago,427.0,South LaSalle Street,10.0,heuristic:colocation_secondary,8.263561643835615,1.0,211680.0,105840.0,317520.0,1.8,0.75,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,41N-087W,122,False,False,unknown
DC-01010,"Carroll-Net, Inc.: Hackensack, NJ Datacenter","Carroll-Net, Inc.","905 Main St, Hackensack, NJ, USA",Hackensack,NJ,40.908149,-74.04169433333334,NJ,False,,False,12.43,,,https://datacenters.com/carroll-net-inc-hackensack-nj,905.0,Main St,10.0,heuristic:colocation_secondary,9.591780821917808,1.0,211680.0,105840.0,317520.0,1.8,2.797,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,40N-074W,105,False,False,unknown
DC-01011,QTS Data Centers: Charlotte Data Center,QTS Data Centers,"York County, South Carolina, USA",South Carolina,SC,34.9603293,-81.1655408,SC,False,100.0,False,23.12,285000.0,285000.0,https://datacenters.com/qts-charlotte,,York County,100.0,disclosed,13.155342465753424,1.0,2116800.0,1058400.0,3175200.0,1.8,1.684,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,34N-081W,44,False,False,unknown
DC-01012,Enzu: AUS2 Austin Data Center,Enzu,"7401 E Ben White Blvd, Austin, TX, USA",Austin,TX,30.214974,-97.69497412692968,TX,False,,False,1.87,,,https://datacenters.com/enzu-aus2-austin,7401.0,E Ben White Blvd,10.0,heuristic:colocation_secondary,16.902465753424657,1.0570739726027396,223761.41852054792,111880.70926027396,335642.1277808219,1.8,2.681,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,30N-097W,22,False,False,unknown
DC-01013,China Telecom: PhoenixNAP Phoenix Data Center,China Telecom,"3402 E University Dr, Phoenix, AZ 85034, USA",Phoenix,AZ,33.41607765,-112.00935996881752,AZ,False,,False,1.25,,,https://datacenters.com/china-telecom-phoenixnap-phoenix,3402.0,E University Dr,10.0,heuristic:colocation_secondary,12.55972602739726,1.0,211680.0,105840.0,317520.0,1.8,3.487,High,True,colocation_secondary,False,False,True,False,False,False,False,False,33N-112W,41,False,True,unknown
DC-01014,Navegalo: Navegalo Miami Data Center,Navegalo,"50 NE 8th St, Miami, FL, USA",Miami,FL,25.781783,-80.193027,FL,False,,False,5.6,,,https://datacenters.com/navegalo-navegalo-miami,50.0,NE 8th St,10.0,heuristic:colocation_secondary,21.72684931506849,1.2018054794520547,254398.18389041096,127199.09194520548,381597.27583561646,1.8,2.559,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,25N-080W,2,False,False,unknown
DC-01015,Enzu: AUS3 Austin Data Center,Enzu,"7500 Metro Center Dr, Austin, TX, USA",Austin,TX,30.2121195,-97.69589126682894,TX,False,,False,1.87,,,https://datacenters.com/enzu-aus3-austin,7500.0,Metro Center Dr,10.0,heuristic:colocation_secondary,16.902465753424657,1.0570739726027396,223761.41852054792,111880.70926027396,335642.1277808219,1.8,2.681,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,30N-097W,22,False,False,unknown
DC-01016,EdgeConnex: TAL01 Tallahassee Data Center,EdgeConnex,"1531 Commonwealth Business Drive, Tallahassee, FL 32303, USA",Tallahassee,FL,30.4721597,-84.35267623705366,FL,False,0.25,False,218.73,,11810.0,https://datacenters.com/edgeconnex-tal01-tallahassee,1531.0,Commonwealth Business Drive,0.25,disclosed,17.35287671232877,1.070586301369863,5665.542706849315,2832.7713534246577,8498.314060273973,1.8,2.559,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,30N-084W,16,False,False,unknown
DC-01017,Digital Fortress: South Seattle Data Center - (TUK),Digital Fortress,"12101 Tukwila International Boulevard, Tukwila, WA, USA",Tukwila,WA,47.494135,-122.2944103304907,WA,False,4.0,False,3.11,26400.0,45600.0,https://datacenters.com/digital-fortress-south-seattle-tuk,12101.0,Tukwila International Boulevard,4.0,disclosed,8.737534246575342,1.0,84672.0,42336.0,127008.0,1.8,0.903,Low,False,colocation_secondary,False,False,True,False,False,False,False,True,47N-122W,169,False,False,unknown
DC-01018,Shift Hosting: Dallas TX,Shift Hosting,"1515 Round Table Drive, Dallas, TX, USA",Dallas,TX,32.83790805,-96.87839317269456,TX,False,8.0,False,1.25,,106866.0,https://datacenters.com/shift-hosting-dallas-tx,1515.0,Round Table Drive,8.0,disclosed,15.280273972602735,1.008408219178082,170767.88146849314,85383.94073424657,256151.8222027397,1.8,2.681,Medium-High,False,unknown,False,False,False,False,False,False,False,True,32N-096W,31,False,False,unknown
DC-01019,TierPoint: Oklahoma City OK2 Data Center,TierPoint,"4114 Perimeter Center Place, Oklahoma City, Oklahoma 73112, USA",Oklahoma City,OK,35.514045,-97.59255728571428,OK,False,2.6,False,8.08,34000.0,69000.0,https://datacenters.com/tierpoint-oklahoma-city-ok2,4114.0,Perimeter Center Place,2.6,disclosed,12.42027397260274,1.0,55036.8,27518.4,82555.2,1.8,1.256,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,35N-097W,60,False,False,unknown
DC-01020,Lumen: Cleveland 1 Data Center,Lumen,"4000 Chester Avenue, Cleveland, OH, USA",Cleveland,OH,41.50566777419803,-81.65556729067094,OH,False,,False,11.81,3500.0,40000.0,https://datacenters.com/lumen-cleveland-1,4000.0,Chester Avenue,10.0,heuristic:colocation_secondary,8.870136986301368,1.0,211680.0,105840.0,317520.0,1.8,1.279,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,41N-081W,119,False,False,unknown
DC-01021,LightEdge: San Diego I Data Center,LightEdge,"9305 Lightwave Avenue, San Diego, CA, USA",San Diego,CA,32.82785865,-117.12992659595538,CA,False,2.9,False,7.46,56432.0,100000.0,https://datacenters.com/lightedge-san-diego-i,9305.0,Lightwave Avenue,2.9,disclosed,12.783013698630135,1.0,61387.2,30693.6,92080.8,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,True,32N-117W,34,False,True,unknown
DC-01022,MDC Data Centers: LDO1 Laredo Data Center,MDC Data Centers,"13619 Cabezut Dr, Laredo, TX 78045, USA",Laredo,TX,27.68928511686377,-99.45361269764452,TX,False,0.65,False,295.16,,8400.0,https://datacenters.com/mdc-ldo1-laredo,13619.0,Cabezut Dr,0.65,disclosed,18.41397260273973,1.1024191780821917,15168.40595506849,7584.202977534245,22752.608932602736,1.8,2.681,Medium-High,False,unknown,False,False,False,False,False,False,False,True,27N-099W,8,False,False,unknown
DC-01023,NTT Global Data Centers: TX1 Dallas Data Center,NTT Global Data Centers,"2008 Lookout Dr, Garland, TX 75044, USA",Garland,TX,32.9828039,-96.6676324,TX,False,16.0,False,14.63,230000.0,230000.0,https://datacenters.com/ntt-global-tx1-dallas-2,2008.0,Lookout Dr,16.0,disclosed,15.145479452054794,1.0043643835616438,340166.16433972603,170083.08216986302,510249.246509589,1.8,2.681,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,32N-096W,31,False,False,unknown
DC-01024,Digital Realty: Silicon Valley SJC15 Data Center,Digital Realty,"1201 Comstock Street, Santa Clara, CA, USA",Santa Clara,CA,37.374996550000006,-121.9540769,CA,False,45.0,False,1.2,,24000.0,https://datacenters.com/digital-realty-silicon-valley-sjc15,1201.0,Comstock Street,45.0,disclosed,11.20082191780822,1.0,952560.0,476280.0,1428839.9999999998,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,True,37N-121W,80,False,True,unknown
DC-01025,CyberNest: CyberNest Salt Lake,CyberNest,"179 Social Hall Avenue, Salt Lake City, UT, USA",Salt Lake City,UT,40.7685233,-111.8858522748673,UT,False,,False,4.98,,,https://datacenters.com/cybernest-cybernest-salt-lake,179.0,Social Hall Avenue,10.0,heuristic:colocation_secondary,4.806849315068493,1.0,211680.0,105840.0,317520.0,1.8,1.329,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,40N-111W,114,False,False,unknown
DC-01026,Lumen: Indianapolis 3 Data Center,Lumen,"4625 W 86th St, Indianapolis, IN, USA",Indianapolis,IN,39.9108083,-86.23888298697864,IN,False,,False,13.68,1650.0,19000.0,https://datacenters.com/lumen-indianapolis-3,4625.0,W 86th St,10.0,heuristic:colocation_secondary,9.191780821917808,1.0,211680.0,105840.0,317520.0,1.8,1.384,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,39N-086W,99,False,False,unknown
DC-01027,Enzu: ATL1 Atlanta Data Center,Enzu,"56 Marietta Street NorthWest, Atlanta, GA, USA",Atlanta,GA,33.7583265,-84.3938278,GA,False,,False,8.08,,,https://datacenters.com/enzu-atl1-atlanta,56.0,Marietta Street NorthWest,10.0,heuristic:colocation_secondary,13.568767123287673,1.0,211680.0,105840.0,317520.0,1.8,1.889,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,33N-084W,36,False,False,unknown
